hu0,hu1,hu2,hu3,hu4,hu5,hu6,orientation,area_to_convex_ratio,compacity,roundness,area_perimeter_ratio,elongation,solidity1,solidity2,class
-1.4340276915198746,-7.015424607426834,-6.625641498362232,-8.584334614883641,-16.30064719785258,-12.10718584686905,-16.99503184942928,1.2524819284313764,0.6818026630249232,326.2978590535264,0.038511961588745106,5.531805763686694,1.134725110767949,0.6818026630249232,0.9200221137012807,Con gafas
-1.414142995884654,-10.255058657610759,-6.214356649714892,-8.553714210699813,-15.938501817341017,13.949541690632174,19.187821912721887,-0.20960265036306275,0.6549723028224743,392.25766198092003,0.03203601059288019,5.031907369273681,1.0246997217647018,0.6549723028224743,0.8938889388893889,Sin gafas
-1.3052020707268905,-3.3315858704687646,-6.1389617338510085,-6.6200943547332125,-13.001657660646353,-8.437228958108214,15.75263154818919,1.4515245630107128,0.6600633914421553,43.75422894204179,0.2872035667913375,4.363273970575941,2.367788178336647,0.6600633914421553,0.9988009592326139,Con gafas
-1.4553573240927555,-6.971651449854132,-8.272974514024957,-9.513666978071514,-18.514385685519148,13.006857336507716,19.22875932955244,-0.32781473917203413,0.6981866139136169,398.45223466355856,0.03153795993883645,5.154883241061252,1.141149386246562,0.6981866139136169,0.937074077351978,Con gafas
-1.395370595452987,-6.2777984192687795,-8.140836700166918,-9.293529765156402,19.415601207554943,-13.485774318049426,-18.041766912416108,-1.4565020277843237,0.6764647988977102,390.5251055421805,0.03217813768185995,5.138127222723247,1.1932958239334897,0.6764647988977102,0.9076503213311031,Con gafas
-1.533863476535362,-6.9977905207362125,-6.614802880143033,-11.218020463103725,-22.37813550639528,-16.40935707868098,-20.140088903213716,-1.2569653260781808,0.6923688394276629,315.3863990210328,0.03984436441573099,5.255180014530487,1.1515168103332818,0.6923688394276629,0.8725706271288319,Sin gafas
-1.3715698646118384,-7.200854316213125,-7.889395190222952,-8.016252436395828,-16.216734383452962,11.929971869087202,-16.439083911370574,-0.4054661714206991,0.6464288060976411,356.9632244103198,0.03520354410490886,5.24978685572075,1.1141258876851294,0.6464288060976411,0.9296040820183313,Sin gafas
-0.8134440581719298,-1.8803945525215453,-6.432862346298628,-7.0759262134363485,-13.845968291896442,-8.312915222443356,15.570262916469721,-1.5266850424325087,0.6238968092328581,77.82387806525736,0.1614719148771016,3.436381097602892,3.9748977313259304,0.6238968092328581,0.8596819457436857,Con gafas
-1.4830630464199237,-6.906849881616057,-8.324470381529586,-9.635898319556274,-19.350807745830764,19.066571260574957,-18.746798783266374,-1.4030390049520187,0.7302328640968294,377.6083958974501,0.03327884324312512,5.422008952427846,1.1506421257771389,0.7302328640968294,0.9130613587761145,Con gafas
-1.458655401134095,-6.921568529763557,-6.919657320851999,-8.845760146091138,-16.739503779921936,-12.309166315488145,-18.640748726502572,1.1749384202206161,0.6712181341225533,354.28368590839284,0.03546979754977614,5.307230305881585,1.1455416392057383,0.6712181341225533,0.8736648572929434,Sin gafas
-1.3420001398394155,-7.768974226271694,-5.878510001890322,-7.0243825281094905,-13.568581565541171,-10.973067500036148,-14.36382371470522,0.7254976223305075,0.5645620875824835,313.3678193137393,0.04010102454642257,4.901640445259278,1.082024051298793,0.5645620875824835,0.9381931464174454,Con gafas
-1.4328647005957453,-6.405022013597781,-5.286184754650943,-9.481252978799045,18.15600730288241,13.935612158659302,-16.90428637351785,-0.7462852762279328,0.6651297814207651,224.76477802667875,0.05590898504955074,5.887143215982551,1.1877629210353648,0.6651297814207651,0.8729269385925594,Con gafas
-1.4984238636941125,-9.486762475376295,-6.845194494625863,-8.913762514280197,18.210261993773848,13.675313175338127,-16.823527447098055,-1.1389857766535578,0.7126528442317916,201.46181639812954,0.0623759421960411,7.295953040050185,1.0397600560626508,0.7126528442317916,0.9155639033552463,Sin gafas
-1.4236361839770693,-7.20948097276299,-6.759576982424597,-7.671906142022249,-18.07506394188728,11.371338638274302,-14.88850038350353,-1.0829872661712245,0.6628222973420825,213.71267159910929,0.05880030660012369,6.8404530006165105,1.1200802967355954,0.6628222973420825,0.9154155986818016,Sin gafas
-0.9977929328687001,-2.570877109243595,-5.596966839708464,-6.063271408482383,-11.893395688795872,-7.35729581410931,-17.634473110713632,0.009500283376220813,0.6418362199428284,224.33491624120919,0.05601611565828465,4.124892578493749,2.645916651822093,0.6418362199428284,0.8104033970276009,Sin gafas
-1.4075858064350577,-6.736961425620369,-5.913830731755305,-10.773906601574259,19.505659634064084,-14.39597663168821,-19.42619229427635,-1.1799056291906707,0.6450188648952396,414.82604491251783,0.030293109047695596,4.401086786472761,1.1521994938537503,0.6450188648952396,0.8154049117109803,Con gafas
-1.33762229870927,-9.747676631245872,-6.328933485095889,-7.77041488164507,-15.026901826932047,14.376880253983785,-15.361333343833122,-1.4877607012657224,0.6482234168087059,337.68258289950705,0.03721355868122719,5.411278651963442,1.0295600334660961,0.6482234168087059,0.9179353880430746,Sin gafas
-1.412090982281838,-6.331054855767922,-8.159634941304661,-9.608631043397802,-20.622804559758514,-14.549304789955945,-18.499874940796975,-1.440354663545916,0.687532981530343,379.2744970247776,0.03313265382443636,5.242271968443691,1.191175782603709,0.687532981530343,0.907136640557006,Con gafas
-1.497589232002257,-6.141359510517174,-9.618830041722127,-8.526523220543252,-18.00487620393901,12.36489796502425,17.892924253038252,-1.5520263878981682,0.7043291172251923,268.69801332186915,0.04676763500780378,6.3407402175742735,1.2342411074895836,0.7043291172251923,0.9101095197978096,Sin gafas
-1.2773191863060054,-3.3519183180304046,-8.957185163407523,-8.037772417520035,-16.536607222779026,-9.798767509110636,-19.490958061170673,1.272788949928837,0.6714801444043321,54.24074410450735,0.23167769583225387,2.6188380996592646,2.2546225911936215,0.6714801444043321,0.992,Con gafas
-1.3565208166835248,-5.271182180192008,-5.962089765088559,-7.727402734726874,-14.862064412435169,-10.642913368354181,-14.982631395103848,0.641184988671995,0.5883773799374823,274.41241431405615,0.04579373949160102,5.493710068013348,1.3308714873503626,0.5883773799374823,0.9717235715123783,Sin gafas
-1.3483480713546987,-6.149638342872121,-5.976951211069782,-7.632777224757976,-14.527258032547612,-12.901955973731994,-15.341314475942681,-1.4509970645768775,0.6229814955991406,214.56108425716732,0.058567799738080406,6.472621517044224,1.1970075241578364,0.6229814955991406,0.9534365719134493,Sin gafas
-1.6319526769373234,-6.481081402231951,-6.981904612282825,-11.831192731078389,-21.567357526532145,-16.107055756089398,-21.601867821617862,-1.1295670031411458,0.8044126829945188,165.96419908878423,0.07571735761901678,8.358136139937324,1.2249618438655268,0.8044126829945188,0.9621576763485478,Con gafas
-0.6696126154737015,-2.295263763007231,-4.318256076817782,-6.992527969875161,13.3465965462237,8.152174036914179,12.789931410747345,1.4281008254474197,0.3565234336938517,527.9171156793997,0.0238036809967545,2.632681571712432,2.0647759901015563,0.3565234336938517,0.9646717637753757,Con gafas
-1.4641539034956068,-9.075457855348855,-6.751314352051822,-8.792497214897047,17.64158736325355,13.33741067794475,-16.626038746963182,-1.0263486838761144,0.6972203838517538,229.60458008592607,0.05473048756107739,6.773716192589492,1.0473765625103562,0.6972203838517538,0.9134657071013613,Con gafas
-1.4593669035271912,-6.524705319367066,-7.117694281544685,-9.770559365152643,-19.600278538928453,-14.625753342145895,18.247002284846445,-1.131144462662256,0.7194911152596281,267.12784009183605,0.047042534428605315,6.241404568129061,1.1809544672551708,0.7194911152596281,0.835756164163521,Con gafas
-1.4902774353784156,-7.213590602242439,-8.412963780265551,-9.473103913332041,19.11931289513513,-14.332016889394607,-18.556680345601254,-1.4724530079105749,0.731526447040294,452.6213067336655,0.027763541900058104,4.96262550810263,1.1286677514950054,0.731526447040294,0.8371761171610965,Sin gafas
-1.2557395831398463,-6.4011778667348755,-6.577762698768812,-7.3884659501484276,16.79201671691549,11.608146040942183,-14.375546037946371,-0.45187967330472406,0.6016756032171582,298.49281350232536,0.04209940757672974,5.484015490081132,1.1548792829215682,0.6016756032171582,0.948541842772612,Con gafas
-1.5362977951303003,-7.383717280349014,-6.766304795434283,-9.562899946748862,-17.975684875184864,13.287307387621711,-18.196692964631797,-0.9022129845995158,0.731549013047842,199.7850777030218,0.06289944553836466,7.397554111415332,1.1234008318276116,0.731549013047842,0.9025094931484233,Sin gafas
